"Тип продукта Колбаса,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.09"",Тип упаковки вакуумная упаковка,Тип мяса Свинина,Степень обработки Сыровяленая,Сорт Нет сорта,Артикул 1000257411,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 90"",price 84.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мираторг,Производитель Мираторг,""Вес, кг 0.3"",Тип упаковки вакуумная упаковка,Тип мяса Свино-говяжий,Артикул 1000572864,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 120"",price 429.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мираторг,Производитель Мираторг,""Вес, кг 0.3"",Тип упаковки фиброуз,Артикул 1000473920,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 55"",price 139.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Окорок,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.3"",Тип упаковки вакуумная упаковка,Тип мяса Свинина,Артикул 1000381246,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 154.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сосиски,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.42"",Тип упаковки модифицированная газовая среда,Сорт Нет сорта,Артикул 1000325337,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 119.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Ремит,Производитель МПЗ Ремит,""Вес, кг 0.5"",Тип мяса Свино-говяжий,Степень обработки Вареная,Сорт Категория А,Артикул 1000097054,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 419.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.2"",Тип упаковки вакуумная упаковка,Тип мяса Свинина,Степень обработки Сырокопченая,Артикул 1000478211,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 12"",""Срок годности, дней 90"",price 179.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Грудинка,Бренд Ремит,Производитель МПЗ Ремит,""Вес, кг 0.41"",Тип упаковки вакуумная упаковка,Тип мяса Свинина,Артикул 1000115223,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 491.95 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.3"",Тип упаковки вакуумная упаковка,Тип мяса Свино-говяжий,Степень обработки Вареная,Сорт Категория А,Артикул 1000372678,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 199.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Рулет,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.08"",Тип упаковки вакуумная упаковка,Тип мяса Говядина,Артикул 1000451402,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 60"",price 89.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мираторг,Производитель Мираторг,""Вес, кг 0.25"",Тип упаковки вакуумная упаковка,Тип мяса Свино-говяжий,Степень обработки Варено-копченая,Артикул 1000570763,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 55"",price 169.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сосиски,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.42"",Тип упаковки модифицированная газовая среда,Степень обработки Вареная,Артикул 1000381247,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 269.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаски,Бренд Мясницкий Ряд,Производитель МПЗ Мясницкий Ряд,""Вес, кг 0.07"",Тип упаковки модифицированная газовая среда,Тип мяса Свинина,Степень обработки Сырокопченая,Артикул 1000551410,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 12"",""Срок годности, дней 120"",price 79.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Колбаса,Бренд Мираторг,Производитель Мираторг,""Вес, кг 0.47"",Тип упаковки полиамидная оболочка,Тип мяса Свино-говяжий,Степень обработки Вареная,Тип оболочки Полиамидная оболочка,Сорт Категория Б,Артикул 1000278840,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 75"",price 179.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Грудинка,Бренд Ремит,Производитель МПЗ Ремит,""Вес, кг 0.15"",Тип упаковки вакуумная упаковка,Тип мяса Свинина,Артикул 1000097057,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 45"",price 169.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Объем, л 0.925"",Тип упаковки тетра пак,Тип молока Коровье,""Жирность, % 2.5"",Тип обработки Ультрапастеризованное,Фермерский продукт Нет,Артикул 1812450029,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 25"",""Срок годности, дней 365"",price 104.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Йогурт питьевой,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Вес, кг 0.26"",Тип упаковки пластиковая бутылка,Тип молока Коровье,Вкусовая добавка Без вкусовой добавки,""Жирность, % 1.8"",Консистенция Питьевой,Фермерский продукт Нет,Артикул 1000567712,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 40"",price 59.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сырок глазированный,Бренд Простоквашино,Производитель Эйч энд Эн,""Вес, кг 0.04"",Тип упаковки флоупак,Вкусовая добавка Вареная сгущенка,""Жирность, % 23"",Тип глазури в темной глазури,Артикул 1000359365,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 35"",price 49.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Кефир,Бренд Простоквашино,Производитель Эйч энд Эн,Тип упаковки пластиковая бутылка,""Жирность, % 3.2"",Фермерский продукт Нет,Артикул 1899800795,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 16"",price 104.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Простоквашино,Производитель Эйч энд Эн,""Объем, л 0.93"",Тип упаковки пластиковая бутылка,Тип молока Коровье,""Жирность, % 2.5"",Тип обработки Пастеризованное,Фермерский продукт Нет,Артикул 1899800733,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 16"",price 86.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Масло сливочное,Бренд Брест-Литовск,Производитель Савушкин Продукт,""Вес, кг 0.18"",Тип упаковки бумажная упаковка,Тип по составу Сладко-сливочное,""Жирность, % 72.5"",Классификация масла Натуральное,Фермерский продукт Нет,Артикул 1000262381,""Мин. температура хранения, °C 0"",""Макс. температура хранения, °C 6"",""Срок годности, дней 60"",price 239.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Продукт творожный,Бренд Простоквашино,Производитель Эйч энд Эн,""Вес, кг 0.13"",Тип упаковки пластиковый стакан,Вкусовая добавка Земляника,""Жирность, % 3.6"",Артикул 1000429962,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 40"",price 49.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Кефир,Бренд Село Зеленое,Производитель Милком,Тип упаковки пластиковая бутылка,""Жирность, % 3.2"",Фермерский продукт Нет,Артикул 1000307731,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 18"",price 113.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сливки питьевые,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Вес, кг 0.48"",Тип упаковки тетра пак,Тип молока Коровье,""Жирность, % 10"",Тип обработки Стерилизованные,Количество в упаковке 1,Фермерский продукт Нет,Артикул 1000052910,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 25"",""Срок годности, дней 120"",price 199.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сметана,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Вес, кг 0.3"",Тип упаковки пластиковый стакан,""Жирность, % 20"",Фермерский продукт Нет,Артикул 1000237596,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 30"",price 129.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Биокефир,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,Тип упаковки пластиковая бутылка,""Жирность, % 1"",Фермерский продукт Нет,Артикул 1000457364,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 30"",price 99.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Кефир,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Объем, л 0.9"",Тип упаковки пластиковая бутылка,""Жирность, % 3.2"",Фермерский продукт Нет,Артикул 1000143510,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 15"",price 116.49 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Простоквашино,Производитель Эйч энд Эн,""Объем, л 1.4"",Тип упаковки пластиковая бутылка,Тип молока Коровье,""Жирность, % 3.2"",Тип обработки Пастеризованное,Фермерский продукт Нет,Артикул 1000462062,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 16"",price 139.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Село Зеленое,Производитель Милком,""Объем, л 0.2"",Тип упаковки тетра пак,Тип молока Коровье,""Жирность, % 2.5"",Тип обработки Ультрапастеризованное,Фермерский продукт Нет,Артикул 1000533427,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 25"",""Срок годности, дней 210"",price 40.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Село Зеленое,Производитель Милком,""Объем, л 0.95"",Тип упаковки тетра пак,Артикул 1000013732,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 25"",""Срок годности, дней 210"",price 109.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Сливки питьевые,Бренд Простоквашино,Производитель Эйч энд Эн,""Вес, кг 0.5"",Тип упаковки тетра брик асептик,Тип молока Коровье,""Жирность, % 20.0"",Тип обработки Ультрапастеризованные,Фермерский продукт Нет,Артикул 1000463073,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 25"",""Срок годности, дней 180"",price 239.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Молоко,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Объем, л 1.4"",Тип упаковки пластиковая бутылка,Тип молока Коровье,""Жирность, % 3.5"",Тип обработки Пастеризованное,Фермерский продукт Нет,Артикул 1000143307,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 16"",price 159.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Биокефир,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,Тип упаковки пластиковая бутылка,""Жирность, % 1"",Фермерский продукт Нет,Артикул 1000457365,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 30"",price 69.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Продукт творожный,Бренд Простоквашино,Производитель Эйч энд Эн,""Вес, кг 0.13"",Тип упаковки пластиковый стакан,Вкусовая добавка Банан,""Жирность, % 3.6"",Артикул 1000429960,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 40"",price 49.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Творог мягкий,Бренд Простоквашино,Производитель Эйч энд Эн,""Вес, кг 0.2"",Тип упаковки пластиковая ванна,Вкусовая добавка Без вкусовой добавки,""Жирность, % 2.0"",Консистенция Прессованный,Фермерский продукт Нет,Артикул 1000372783,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 6"",""Срок годности, дней 30"",price 99.99 ₽,date_price 2025-02-01 00:00:00"
"Тип продукта Масло сливочное,Бренд Домик в Деревне,Производитель Вимм-Билль-Данн,""Вес, кг 0.18"",Тип упаковки фольга,Тип по составу Сливочное,""Жирность, % 72.5"",Классификация масла Крестьянское,Фермерский продукт Нет,Артикул 3181241105,""Мин. температура хранения, °C 2"",""Макс. температура хранения, °C 4"",""Срок годности, дней 35"",price 229.99 ₽,date_price 2025-02-01 00:00:00"
